Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
146538,AAA Batteries (4-pack),1,2.99,1/4/2019 20:05,"6 Hill St, Atlanta, GA 30301"
146310,Lightning Charging Cable,1,14.95,1/4/2019 20:10,"518 7th St, Los Angeles, CA 90001"
149005,Lightning Charging Cable,1,14.95,1/4/2019 20:13,"462 9th St, San Francisco, CA 94016"
149064,USB-C Charging Cable,1,11.95,1/4/2019 20:15,"336 Elm St, New York City, NY 10001"
143877,ThinkPad Laptop,1,999.99,1/4/2019 20:16,"792 6th St, Boston, MA 02215"
146290,Macbook Pro Laptop,1,1700,1/4/2019 20:18,"169 River St, Atlanta, GA 30301"
142219,27in FHD Monitor,1,149.99,1/4/2019 20:31,"882 Pine St, Los Angeles, CA 90001"
150443,Bose SoundSport Headphones,1,99.99,1/4/2019 20:32,"977 Washington St, Los Angeles, CA 90001"
147834,Macbook Pro Laptop,1,1700,1/4/2019 20:38,"711 Lakeview St, Dallas, TX 75001"
145090,AAA Batteries (4-pack),2,2.99,1/4/2019 20:46,"362 12th St, San Francisco, CA 94016"
141952,Lightning Charging Cable,1,14.95,1/4/2019 21:13,"551 Ridge St, Portland, OR 97035"
143649,27in FHD Monitor,1,149.99,1/4/2019 21:14,"773 Jackson St, Los Angeles, CA 90001"
148717,AA Batteries (4-pack),2,3.84,1/4/2019 21:17,"75 Maple St, Atlanta, GA 30301"
147594,Lightning Charging Cable,1,14.95,1/4/2019 21:19,"21 Lincoln St, Los Angeles, CA 90001"
148013,Wired Headphones,1,11.99,1/4/2019 21:19,"996 Washington St, Los Angeles, CA 90001"
148617,AAA Batteries (4-pack),1,2.99,1/4/2019 21:21,"768 Elm St, Boston, MA 02215"
149000,USB-C Charging Cable,2,11.95,1/4/2019 21:28,"320 9th St, San Francisco, CA 94016"
149981,LG Dryer,1,600,1/4/2019 21:30,"661 Forest St, Boston, MA 02215"
149911,Bose SoundSport Headphones,1,99.99,1/4/2019 21:33,"990 Wilson St, Dallas, TX 75001"
146535,20in Monitor,1,109.99,1/4/2019 21:36,"690 5th St, San Francisco, CA 94016"
148727,Wired Headphones,1,11.99,1/4/2019 21:37,"483 Spruce St, Dallas, TX 75001"
144494,Wired Headphones,1,11.99,1/4/2019 21:39,"165 Dogwood St, Los Angeles, CA 90001"
145661,Lightning Charging Cable,1,14.95,1/4/2019 21:42,"150 Johnson St, San Francisco, CA 94016"
142163,Apple Airpods Headphones,1,150,1/4/2019 21:54,"703 Walnut St, Dallas, TX 75001"
144662,USB-C Charging Cable,1,11.95,1/4/2019 22:02,"460 Church St, Boston, MA 02215"
144215,Lightning Charging Cable,1,14.95,1/4/2019 22:03,"517 South St, Austin, TX 73301"
143938,20in Monitor,1,109.99,1/4/2019 22:05,"302 8th St, Seattle, WA 98101"
149538,USB-C Charging Cable,2,11.95,1/4/2019 22:16,"969 Sunset St, Los Angeles, CA 90001"
145560,AAA Batteries (4-pack),1,2.99,1/4/2019 22:17,"356 10th St, Portland, OR 97035"
147639,34in Ultrawide Monitor,1,379.99,1/4/2019 22:22,"118 Lakeview St, San Francisco, CA 94016"
144160,AA Batteries (4-pack),3,3.84,1/4/2019 22:24,"565 5th St, San Francisco, CA 94016"
145505,USB-C Charging Cable,1,11.95,1/4/2019 22:29,"354 5th St, San Francisco, CA 94016"
143356,ThinkPad Laptop,1,999.99,1/4/2019 22:38,"245 Center St, Dallas, TX 75001"
145069,20in Monitor,1,109.99,1/4/2019 22:46,"720 River St, Boston, MA 02215"
144957,LG Washing Machine,1,600,1/4/2019 22:50,"144 Church St, San Francisco, CA 94016"
142884,USB-C Charging Cable,3,11.95,1/4/2019 22:52,"700 Jackson St, San Francisco, CA 94016"
148853,Apple Airpods Headphones,1,150,1/4/2019 23:05,"801 14th St, Austin, TX 73301"
144956,Lightning Charging Cable,1,14.95,1/4/2019 23:13,"20 Walnut St, Portland, OR 97035"
142923,Lightning Charging Cable,1,14.95,1/4/2019 23:17,"949 2nd St, San Francisco, CA 94016"
146636,USB-C Charging Cable,1,11.95,1/4/2019 23:28,"252 Jackson St, Boston, MA 02215"
149674,Apple Airpods Headphones,1,150,1/4/2019 23:28,"71 14th St, San Francisco, CA 94016"
141324,USB-C Charging Cable,1,11.95,1/4/2019 23:36,"851 Maple St, San Francisco, CA 94016"
142861,Wired Headphones,1,11.99,1/4/2019 23:37,"828 Pine St, Austin, TX 73301"
144578,Apple Airpods Headphones,1,150,1/4/2019 23:42,"229 Highland St, Dallas, TX 75001"
142576,AAA Batteries (4-pack),2,2.99,1/4/2019 23:46,"676 Park St, San Francisco, CA 94016"
143638,ThinkPad Laptop,1,999.99,1/4/2019 23:51,"305 Ridge St, New York City, NY 10001"
142232,Wired Headphones,2,11.99,1/4/2019 23:52,"776 12th St, Los Angeles, CA 90001"
146719,Wired Headphones,1,11.99,1/4/2019 23:58,"720 Lake St, Austin, TX 73301"
143855,ThinkPad Laptop,1,999.99,1/5/2019 0:05,"222 Church St, San Francisco, CA 94016"
148468,27in FHD Monitor,1,149.99,1/5/2019 0:07,"879 12th St, Boston, MA 02215"
150070,Apple Airpods Headphones,1,150,1/5/2019 0:09,"564 River St, San Francisco, CA 94016"
148161,Apple Airpods Headphones,1,150,1/5/2019 0:18,"375 9th St, San Francisco, CA 94016"
144698,USB-C Charging Cable,1,11.95,1/5/2019 0:45,"771 Cedar St, San Francisco, CA 94016"
147094,Flatscreen TV,1,300,1/5/2019 0:58,"240 10th St, Los Angeles, CA 90001"
141661,USB-C Charging Cable,1,11.95,1/5/2019 1:25,"221 14th St, San Francisco, CA 94016"
144464,AAA Batteries (4-pack),1,2.99,1/5/2019 1:51,"851 Hickory St, San Francisco, CA 94016"
142055,Bose SoundSport Headphones,1,99.99,1/5/2019 2:03,"781 Lakeview St, Austin, TX 73301"
141763,27in FHD Monitor,2,149.99,1/5/2019 2:51,"351 Adams St, Austin, TX 73301"
147535,Google Phone,1,600,1/5/2019 4:11,"100 Highland St, Boston, MA 02215"
147535,Wired Headphones,1,11.99,1/5/2019 4:11,"100 Highland St, Boston, MA 02215"
148852,Wired Headphones,1,11.99,1/5/2019 4:14,"718 13th St, Portland, OR 97035"
145749,AAA Batteries (4-pack),1,2.99,1/5/2019 4:42,"850 2nd St, Dallas, TX 75001"
144353,iPhone,1,700,1/5/2019 4:52,"151 Main St, Dallas, TX 75001"
143308,USB-C Charging Cable,1,11.95,1/5/2019 5:54,"567 West St, Los Angeles, CA 90001"
143254,Bose SoundSport Headphones,1,99.99,1/5/2019 6:04,"598 4th St, Boston, MA 02215"
141871,Lightning Charging Cable,1,14.95,1/5/2019 6:28,"782 Jefferson St, San Francisco, CA 94016"
146784,USB-C Charging Cable,1,11.95,1/5/2019 6:47,"172 Main St, Portland, OR 97035"
150112,Lightning Charging Cable,2,14.95,1/5/2019 6:58,"820 Cedar St, Dallas, TX 75001"
141505,27in 4K Gaming Monitor,1,389.99,1/5/2019 6:59,"33 Dogwood St, New York City, NY 10001"
144243,Wired Headphones,1,11.99,1/5/2019 7:22,"943 10th St, San Francisco, CA 94016"
145284,20in Monitor,1,109.99,1/5/2019 7:37,"567 Cedar St, San Francisco, CA 94016"
147974,AAA Batteries (4-pack),1,2.99,1/5/2019 7:45,"650 Meadow St, Atlanta, GA 30301"
147648,USB-C Charging Cable,1,11.95,1/5/2019 7:46,"38 6th St, San Francisco, CA 94016"
149016,Wired Headphones,1,11.99,1/5/2019 7:56,"719 Center St, Portland, OR 97035"
143206,AA Batteries (4-pack),1,3.84,1/5/2019 7:57,"525 11th St, New York City, NY 10001"
145666,Apple Airpods Headphones,1,150,1/5/2019 8:01,"855 Lake St, New York City, NY 10001"
145938,AAA Batteries (4-pack),1,2.99,1/5/2019 8:05,"173 6th St, San Francisco, CA 94016"
141638,AAA Batteries (4-pack),2,2.99,1/5/2019 8:07,"625 Church St, Austin, TX 73301"
144887,AAA Batteries (4-pack),1,2.99,1/5/2019 8:09,"115 12th St, Los Angeles, CA 90001"
145863,AA Batteries (4-pack),2,3.84,1/5/2019 8:09,"654 5th St, Dallas, TX 75001"
145096,USB-C Charging Cable,1,11.95,1/5/2019 8:11,"131 14th St, San Francisco, CA 94016"
149942,Macbook Pro Laptop,1,1700,1/5/2019 8:13,"122 River St, Boston, MA 02215"
149392,20in Monitor,1,109.99,1/5/2019 8:16,"883 Adams St, Dallas, TX 75001"
148707,Apple Airpods Headphones,1,150,1/5/2019 8:35,"321 12th St, San Francisco, CA 94016"
143380,Lightning Charging Cable,1,14.95,1/5/2019 8:36,"824 4th St, San Francisco, CA 94016"
143572,AAA Batteries (4-pack),4,2.99,1/5/2019 8:52,"151 10th St, Austin, TX 73301"
143572,USB-C Charging Cable,1,11.95,1/5/2019 8:52,"151 10th St, Austin, TX 73301"
149717,Apple Airpods Headphones,1,150,1/5/2019 8:52,"189 2nd St, Seattle, WA 98101"
143469,Wired Headphones,1,11.99,1/5/2019 8:57,"552 Walnut St, New York City, NY 10001"
149200,Wired Headphones,1,11.99,1/5/2019 9:13,"5 Center St, Los Angeles, CA 90001"
147472,iPhone,1,700,1/5/2019 9:19,"603 Lake St, San Francisco, CA 94016"
147303,Wired Headphones,2,11.99,1/5/2019 9:26,"884 Lincoln St, Los Angeles, CA 90001"
143458,Wired Headphones,1,11.99,1/5/2019 9:27,"359 Highland St, Dallas, TX 75001"
147323,AA Batteries (4-pack),1,3.84,1/5/2019 9:30,"88 4th St, San Francisco, CA 94016"
148009,27in FHD Monitor,1,149.99,1/5/2019 9:39,"429 Lincoln St, New York City, NY 10001"
149401,Lightning Charging Cable,1,14.95,1/5/2019 9:44,"963 4th St, New York City, NY 10001"
148741,Macbook Pro Laptop,1,1700,1/5/2019 9:45,"45 Pine St, Boston, MA 02215"
147226,Apple Airpods Headphones,1,150,1/5/2019 9:50,"855 6th St, Seattle, WA 98101"
146416,AAA Batteries (4-pack),1,2.99,1/5/2019 9:53,"854 West St, New York City, NY 10001"
147987,AA Batteries (4-pack),1,3.84,1/5/2019 9:53,"89 Willow St, New York City, NY 10001"
150392,USB-C Charging Cable,1,11.95,1/5/2019 9:55,"560 7th St, Dallas, TX 75001"
148613,Apple Airpods Headphones,1,150,1/5/2019 9:56,"511 11th St, San Francisco, CA 94016"
149415,AAA Batteries (4-pack),1,2.99,1/5/2019 9:56,"705 10th St, Dallas, TX 75001"
145629,ThinkPad Laptop,1,999.99,1/5/2019 9:57,"883 Main St, Los Angeles, CA 90001"
141534,Bose SoundSport Headphones,1,99.99,1/5/2019 10:02,"439 Washington St, San Francisco, CA 94016"
148320,27in FHD Monitor,1,149.99,1/5/2019 10:13,"277 2nd St, Atlanta, GA 30301"
145789,Lightning Charging Cable,2,14.95,1/5/2019 10:16,"48 North St, Boston, MA 02215"
147704,AAA Batteries (4-pack),1,2.99,1/5/2019 10:17,"43 7th St, Austin, TX 73301"
149384,AA Batteries (4-pack),1,3.84,1/5/2019 10:17,"771 Sunset St, Portland, OR 97035"
144622,AA Batteries (4-pack),1,3.84,1/5/2019 10:18,"857 Adams St, Portland, ME 04101"
146180,Wired Headphones,1,11.99,1/5/2019 10:19,"115 Wilson St, Los Angeles, CA 90001"
144689,AA Batteries (4-pack),5,3.84,1/5/2019 10:21,"200 Hill St, San Francisco, CA 94016"
144723,Bose SoundSport Headphones,1,99.99,1/5/2019 10:29,"633 Hill St, Boston, MA 02215"
142199,20in Monitor,1,109.99,1/5/2019 10:33,"568 Willow St, Dallas, TX 75001"
148816,Google Phone,1,600,1/5/2019 10:39,"759 Forest St, San Francisco, CA 94016"
141839,USB-C Charging Cable,1,11.95,1/5/2019 10:47,"448 River St, Boston, MA 02215"
147803,27in FHD Monitor,1,149.99,1/5/2019 10:51,"735 2nd St, Boston, MA 02215"
148653,AAA Batteries (4-pack),3,2.99,1/5/2019 10:57,"687 Johnson St, Dallas, TX 75001"
146503,AAA Batteries (4-pack),1,2.99,1/5/2019 10:59,"231 West St, San Francisco, CA 94016"
148769,Lightning Charging Cable,1,14.95,1/5/2019 11:03,"48 12th St, Los Angeles, CA 90001"
143211,AAA Batteries (4-pack),1,2.99,1/5/2019 11:08,"608 Church St, Atlanta, GA 30301"
143211,Apple Airpods Headphones,1,150,1/5/2019 11:08,"608 Church St, Atlanta, GA 30301"
143915,Wired Headphones,1,11.99,1/5/2019 11:09,"43 Jackson St, Austin, TX 73301"
149563,USB-C Charging Cable,1,11.95,1/5/2019 11:12,"437 4th St, Los Angeles, CA 90001"
146390,AAA Batteries (4-pack),2,2.99,1/5/2019 11:15,"168 4th St, Los Angeles, CA 90001"
145479,Bose SoundSport Headphones,1,99.99,1/5/2019 11:18,"33 4th St, Los Angeles, CA 90001"
149495,Lightning Charging Cable,1,14.95,1/5/2019 11:19,"599 13th St, New York City, NY 10001"
144810,Google Phone,1,600,1/5/2019 11:22,"153 Meadow St, Los Angeles, CA 90001"
150464,AA Batteries (4-pack),1,3.84,1/5/2019 11:24,"814 West St, Seattle, WA 98101"
146841,Wired Headphones,1,11.99,1/5/2019 11:28,"512 8th St, Portland, ME 04101"
147646,34in Ultrawide Monitor,1,379.99,1/5/2019 11:29,"724 North St, Los Angeles, CA 90001"
141592,AA Batteries (4-pack),2,3.84,1/5/2019 11:30,"644 13th St, San Francisco, CA 94016"
144137,Wired Headphones,1,11.99,1/5/2019 11:30,"495 Ridge St, San Francisco, CA 94016"
148391,AA Batteries (4-pack),1,3.84,1/5/2019 11:30,"203 Main St, San Francisco, CA 94016"
149743,Wired Headphones,1,11.99,1/5/2019 11:33,"601 11th St, New York City, NY 10001"
146936,Lightning Charging Cable,1,14.95,1/5/2019 11:36,"737 Maple St, Dallas, TX 75001"
143298,USB-C Charging Cable,1,11.95,1/5/2019 11:46,"5 Chestnut St, Portland, OR 97035"
147448,Lightning Charging Cable,1,14.95,1/5/2019 11:49,"551 River St, Atlanta, GA 30301"
142100,Bose SoundSport Headphones,1,99.99,1/5/2019 11:53,"791 2nd St, New York City, NY 10001"
148928,Apple Airpods Headphones,1,150,1/5/2019 12:01,"782 11th St, Los Angeles, CA 90001"
141241,USB-C Charging Cable,1,11.95,1/5/2019 12:04,"181 6th St, San Francisco, CA 94016"
141834,27in FHD Monitor,1,149.99,1/5/2019 12:07,"704 10th St, San Francisco, CA 94016"
142086,Lightning Charging Cable,1,14.95,1/5/2019 12:11,"440 Spruce St, Atlanta, GA 30301"
145960,USB-C Charging Cable,1,11.95,1/5/2019 12:18,"177 Walnut St, Boston, MA 02215"
143371,20in Monitor,1,109.99,1/5/2019 12:20,"607 7th St, Seattle, WA 98101"
143562,AAA Batteries (4-pack),2,2.99,1/5/2019 12:21,"695 Spruce St, San Francisco, CA 94016"
142883,27in 4K Gaming Monitor,1,389.99,1/5/2019 12:22,"201 10th St, Boston, MA 02215"
146012,Wired Headphones,1,11.99,1/5/2019 12:30,"874 South St, Atlanta, GA 30301"
150184,AA Batteries (4-pack),2,3.84,1/5/2019 12:34,"580 Chestnut St, Portland, OR 97035"
148298,27in FHD Monitor,1,149.99,1/5/2019 12:37,"675 2nd St, Boston, MA 02215"
149227,Wired Headphones,1,11.99,1/5/2019 12:38,"315 Park St, Portland, OR 97035"
142271,Google Phone,1,600,1/5/2019 12:40,"685 Lincoln St, Seattle, WA 98101"
149007,AA Batteries (4-pack),1,3.84,1/5/2019 12:40,"64 Hill St, Austin, TX 73301"
145735,AAA Batteries (4-pack),1,2.99,1/5/2019 12:44,"820 Lakeview St, Los Angeles, CA 90001"
146511,USB-C Charging Cable,1,11.95,1/5/2019 12:48,"743 Highland St, Los Angeles, CA 90001"
147624,iPhone,1,700,1/5/2019 12:56,"354 Lake St, New York City, NY 10001"
150105,AAA Batteries (4-pack),1,2.99,1/5/2019 12:56,"11 7th St, San Francisco, CA 94016"
145278,AAA Batteries (4-pack),4,2.99,1/5/2019 12:58,"883 Adams St, San Francisco, CA 94016"
145879,Lightning Charging Cable,1,14.95,1/5/2019 13:03,"373 Lincoln St, San Francisco, CA 94016"
141970,Apple Airpods Headphones,1,150,1/5/2019 13:06,"136 11th St, Boston, MA 02215"
141970,Lightning Charging Cable,1,14.95,1/5/2019 13:06,"136 11th St, Boston, MA 02215"
146082,Bose SoundSport Headphones,1,99.99,1/5/2019 13:06,"968 Lake St, New York City, NY 10001"
147421,Wired Headphones,1,11.99,1/5/2019 13:13,"335 Madison St, Boston, MA 02215"
143174,USB-C Charging Cable,1,11.95,1/5/2019 13:15,"400 Willow St, New York City, NY 10001"
144632,AA Batteries (4-pack),1,3.84,1/5/2019 13:22,"830 2nd St, San Francisco, CA 94016"
148688,AAA Batteries (4-pack),3,2.99,1/5/2019 13:23,"111 6th St, San Francisco, CA 94016"
143442,Flatscreen TV,1,300,1/5/2019 13:26,"145 2nd St, Portland, OR 97035"
145322,Lightning Charging Cable,1,14.95,1/5/2019 13:27,"242 11th St, New York City, NY 10001"
149143,USB-C Charging Cable,1,11.95,1/5/2019 13:27,"561 Jefferson St, San Francisco, CA 94016"
141456,AAA Batteries (4-pack),1,2.99,1/5/2019 13:28,"676 Cedar St, Boston, MA 02215"
149652,AAA Batteries (4-pack),2,2.99,1/5/2019 13:28,"256 Park St, San Francisco, CA 94016"
147335,34in Ultrawide Monitor,1,379.99,1/5/2019 13:42,"368 11th St, New York City, NY 10001"
143658,Google Phone,1,600,1/5/2019 13:46,"411 Walnut St, Seattle, WA 98101"
143658,USB-C Charging Cable,1,11.95,1/5/2019 13:46,"411 Walnut St, Seattle, WA 98101"
141326,Google Phone,1,600,1/5/2019 13:49,"131 Center St, San Francisco, CA 94016"
147010,Wired Headphones,2,11.99,1/5/2019 13:50,"209 Lincoln St, Los Angeles, CA 90001"
149151,ThinkPad Laptop,1,999.99,1/5/2019 13:57,"148 Madison St, Boston, MA 02215"
146425,AAA Batteries (4-pack),2,2.99,1/5/2019 13:58,"570 Lincoln St, Dallas, TX 75001"
146497,AA Batteries (4-pack),1,3.84,1/5/2019 13:59,"716 Lake St, New York City, NY 10001"
147692,Wired Headphones,1,11.99,1/5/2019 14:01,"94 Washington St, Austin, TX 73301"
148632,Lightning Charging Cable,1,14.95,1/5/2019 14:01,"366 13th St, Seattle, WA 98101"
142785,Bose SoundSport Headphones,1,99.99,1/5/2019 14:03,"676 14th St, Portland, OR 97035"
150414,Wired Headphones,1,11.99,1/5/2019 14:03,"186 River St, San Francisco, CA 94016"
146317,27in 4K Gaming Monitor,1,389.99,1/5/2019 14:06,"596 7th St, Los Angeles, CA 90001"
147797,Bose SoundSport Headphones,1,99.99,1/5/2019 14:12,"126 Adams St, Austin, TX 73301"
143844,Bose SoundSport Headphones,1,99.99,1/5/2019 14:13,"758 Maple St, Los Angeles, CA 90001"
148011,USB-C Charging Cable,1,11.95,1/5/2019 14:17,"366 Walnut St, New York City, NY 10001"
149794,Bose SoundSport Headphones,1,99.99,1/5/2019 14:24,"434 Pine St, Atlanta, GA 30301"
143250,AAA Batteries (4-pack),1,2.99,1/5/2019 14:29,"725 12th St, Los Angeles, CA 90001"
150207,AA Batteries (4-pack),1,3.84,1/5/2019 14:31,"544 Maple St, New York City, NY 10001"
146754,AA Batteries (4-pack),1,3.84,1/5/2019 14:33,"49 Forest St, Los Angeles, CA 90001"
142254,Wired Headphones,1,11.99,1/5/2019 14:35,"944 Dogwood St, Seattle, WA 98101"
143907,AA Batteries (4-pack),1,3.84,1/5/2019 14:36,"885 12th St, San Francisco, CA 94016"
148515,USB-C Charging Cable,1,11.95,1/5/2019 14:36,"494 Lake St, Dallas, TX 75001"
147681,20in Monitor,1,109.99,1/5/2019 14:38,"935 10th St, Dallas, TX 75001"
143433,Bose SoundSport Headphones,1,99.99,1/5/2019 14:40,"750 8th St, Boston, MA 02215"
143657,27in FHD Monitor,1,149.99,1/5/2019 14:40,"693 7th St, San Francisco, CA 94016"
147533,Lightning Charging Cable,2,14.95,1/5/2019 14:41,"501 11th St, San Francisco, CA 94016"
149304,USB-C Charging Cable,1,11.95,1/5/2019 14:46,"171 West St, Atlanta, GA 30301"
148815,Lightning Charging Cable,1,14.95,1/5/2019 14:49,"20 North St, New York City, NY 10001"
148815,AAA Batteries (4-pack),4,2.99,1/5/2019 14:49,"20 North St, New York City, NY 10001"
142731,Lightning Charging Cable,1,14.95,1/5/2019 14:50,"92 4th St, Dallas, TX 75001"
141914,Bose SoundSport Headphones,1,99.99,1/5/2019 15:01,"420 5th St, San Francisco, CA 94016"
145045,Wired Headphones,1,11.99,1/5/2019 15:06,"645 Center St, New York City, NY 10001"
148766,Wired Headphones,1,11.99,1/5/2019 15:13,"670 Jefferson St, Austin, TX 73301"
147115,Apple Airpods Headphones,1,150,1/5/2019 15:17,"254 Jackson St, New York City, NY 10001"
143708,Bose SoundSport Headphones,1,99.99,1/5/2019 15:24,"987 Willow St, San Francisco, CA 94016"
143780,Flatscreen TV,1,300,1/5/2019 15:24,"742 North St, Atlanta, GA 30301"
141358,Lightning Charging Cable,1,14.95,1/5/2019 15:31,"911 Madison St, San Francisco, CA 94016"
143954,Wired Headphones,1,11.99,1/5/2019 15:44,"615 Jackson St, Seattle, WA 98101"
150467,Wired Headphones,1,11.99,1/5/2019 15:48,"398 Wilson St, Portland, OR 97035"
145536,27in 4K Gaming Monitor,1,389.99,1/5/2019 15:51,"211 14th St, Seattle, WA 98101"
148531,AAA Batteries (4-pack),1,2.99,1/5/2019 15:55,"282 11th St, Dallas, TX 75001"
142182,Wired Headphones,1,11.99,1/5/2019 15:56,"92 Highland St, New York City, NY 10001"
150279,AA Batteries (4-pack),3,3.84,1/5/2019 15:57,"221 Willow St, San Francisco, CA 94016"
147230,Bose SoundSport Headphones,1,99.99,1/5/2019 16:00,"1 Forest St, San Francisco, CA 94016"
142286,ThinkPad Laptop,1,999.99,1/5/2019 16:01,"512 13th St, San Francisco, CA 94016"
146884,Bose SoundSport Headphones,1,99.99,1/5/2019 16:02,"759 Ridge St, Dallas, TX 75001"
146617,AAA Batteries (4-pack),1,2.99,1/5/2019 16:03,"805 North St, Dallas, TX 75001"
147888,Google Phone,1,600,1/5/2019 16:07,"461 Elm St, Boston, MA 02215"
142531,Wired Headphones,1,11.99,1/5/2019 16:13,"970 9th St, Portland, OR 97035"
144735,Macbook Pro Laptop,1,1700,1/5/2019 16:15,"266 4th St, Los Angeles, CA 90001"
142073,Wired Headphones,1,11.99,1/5/2019 16:22,"237 Chestnut St, Portland, OR 97035"
144794,AA Batteries (4-pack),2,3.84,1/5/2019 16:39,"205 North St, San Francisco, CA 94016"
141590,Bose SoundSport Headphones,1,99.99,1/5/2019 16:40,"350 5th St, Boston, MA 02215"
143198,AA Batteries (4-pack),1,3.84,1/5/2019 16:40,"820 Walnut St, Atlanta, GA 30301"
145252,Apple Airpods Headphones,1,150,1/5/2019 16:44,"692 13th St, Dallas, TX 75001"
143974,Lightning Charging Cable,1,14.95,1/5/2019 16:46,"82 10th St, Atlanta, GA 30301"
149867,USB-C Charging Cable,1,11.95,1/5/2019 16:49,"609 Ridge St, San Francisco, CA 94016"
141281,Lightning Charging Cable,1,14.95,1/5/2019 16:51,"274 2nd St, Atlanta, GA 30301"
147695,Wired Headphones,1,11.99,1/5/2019 16:57,"569 Main St, New York City, NY 10001"
149238,Lightning Charging Cable,1,14.95,1/5/2019 17:05,"194 Hill St, Seattle, WA 98101"
148642,Bose SoundSport Headphones,1,99.99,1/5/2019 17:11,"963 7th St, Boston, MA 02215"
146578,ThinkPad Laptop,1,999.99,1/5/2019 17:13,"248 Wilson St, Atlanta, GA 30301"
141249,27in FHD Monitor,1,149.99,1/5/2019 17:20,"440 Cedar St, Portland, OR 97035"
142455,USB-C Charging Cable,1,11.95,1/5/2019 17:22,"377 Cherry St, San Francisco, CA 94016"
141983,27in 4K Gaming Monitor,1,389.99,1/5/2019 17:27,"350 South St, Portland, OR 97035"
148543,Lightning Charging Cable,1,14.95,1/5/2019 17:30,"562 7th St, Boston, MA 02215"
150363,AAA Batteries (4-pack),1,2.99,1/5/2019 17:34,"307 Lakeview St, Los Angeles, CA 90001"
149765,Lightning Charging Cable,1,14.95,1/5/2019 17:36,"894 Jackson St, Los Angeles, CA 90001"
142865,Apple Airpods Headphones,1,150,1/5/2019 17:37,"370 Main St, Atlanta, GA 30301"
147493,Wired Headphones,1,11.99,1/5/2019 17:38,"856 Spruce St, Los Angeles, CA 90001"
143386,AAA Batteries (4-pack),2,2.99,1/5/2019 17:49,"741 River St, Atlanta, GA 30301"
148134,USB-C Charging Cable,1,11.95,1/5/2019 18:10,"377 Walnut St, New York City, NY 10001"
144077,Google Phone,1,600,1/5/2019 18:11,"732 Highland St, New York City, NY 10001"
146320,AAA Batteries (4-pack),1,2.99,1/5/2019 18:15,"109 Willow St, Boston, MA 02215"
147250,ThinkPad Laptop,1,999.99,1/5/2019 18:15,"813 9th St, Los Angeles, CA 90001"
150273,AA Batteries (4-pack),2,3.84,1/5/2019 18:15,"393 Washington St, Seattle, WA 98101"
149763,Bose SoundSport Headphones,1,99.99,1/5/2019 18:16,"177 Lake St, Portland, OR 97035"
142965,Google Phone,1,600,1/5/2019 18:22,"878 Johnson St, Portland, OR 97035"
142965,USB-C Charging Cable,1,11.95,1/5/2019 18:22,"878 Johnson St, Portland, OR 97035"
145129,27in 4K Gaming Monitor,1,389.99,1/5/2019 18:28,"91 Hickory St, Dallas, TX 75001"
148485,27in 4K Gaming Monitor,1,389.99,1/5/2019 18:35,"775 Cherry St, Boston, MA 02215"
147739,USB-C Charging Cable,1,11.95,1/5/2019 18:39,"262 Chestnut St, Portland, OR 97035"
144477,27in 4K Gaming Monitor,1,389.99,1/5/2019 18:40,"494 North St, Boston, MA 02215"
146496,27in FHD Monitor,1,149.99,1/5/2019 18:40,"560 Center St, San Francisco, CA 94016"
143629,Apple Airpods Headphones,1,150,1/5/2019 18:44,"263 1st St, Atlanta, GA 30301"
147153,34in Ultrawide Monitor,1,379.99,1/5/2019 18:51,"802 Lakeview St, Dallas, TX 75001"
148006,iPhone,1,700,1/5/2019 18:51,"273 4th St, San Francisco, CA 94016"
142483,AA Batteries (4-pack),1,3.84,1/5/2019 18:54,"826 South St, Boston, MA 02215"
142417,AA Batteries (4-pack),1,3.84,1/5/2019 18:55,"907 River St, Atlanta, GA 30301"
149511,AA Batteries (4-pack),1,3.84,1/5/2019 18:55,"187 Dogwood St, New York City, NY 10001"
143185,Apple Airpods Headphones,1,150,1/5/2019 18:58,"791 Pine St, Boston, MA 02215"
146451,USB-C Charging Cable,1,11.95,1/5/2019 18:59,"589 Forest St, Los Angeles, CA 90001"
149437,Apple Airpods Headphones,1,150,1/5/2019 19:01,"257 Lincoln St, San Francisco, CA 94016"
144642,Wired Headphones,1,11.99,1/5/2019 19:06,"198 Hill St, New York City, NY 10001"
143724,USB-C Charging Cable,1,11.95,1/5/2019 19:10,"998 5th St, San Francisco, CA 94016"
149189,27in 4K Gaming Monitor,1,389.99,1/5/2019 19:10,"541 Forest St, San Francisco, CA 94016"
143862,Apple Airpods Headphones,1,150,1/5/2019 19:12,"752 Walnut St, New York City, NY 10001"
150371,34in Ultrawide Monitor,1,379.99,1/5/2019 19:12,"32 Elm St, Portland, ME 04101"
143835,Lightning Charging Cable,1,14.95,1/5/2019 19:13,"659 Meadow St, Seattle, WA 98101"
143552,34in Ultrawide Monitor,1,379.99,1/5/2019 19:14,"656 Lakeview St, New York City, NY 10001"
146415,27in 4K Gaming Monitor,1,389.99,1/5/2019 19:16,"648 Maple St, Seattle, WA 98101"
145053,Bose SoundSport Headphones,1,99.99,1/5/2019 19:17,"961 Lakeview St, San Francisco, CA 94016"
146013,AAA Batteries (4-pack),3,2.99,1/5/2019 19:18,"123 Johnson St, New York City, NY 10001"
